query_acc	query_name	query_len	subject_db	subject_acc	subject_name	subject_len	score	pct_identity	evalue	q_start	q_end	s_start	s_end
A0A8V0YDU6	A0A8V0YDU6_CHICK FAT atypical cadherin 1	4613	GlyAnas	A0A8B9VG14	A0A8B9VG14_9AVES Crumbs cell polarity complex component 1	1399	446.0	25.3	1.11e-44	3815	4246	881	1380
A0A8V0YDU6	A0A8V0YDU6_CHICK FAT atypical cadherin 1	4613	GlyAnas	U3IE29	U3IE29_ANAPP Cadherin domain-containing protein	885	431.0	27.5	6.09e-43	2837	3414	34	625
A0A8V0YDU6	A0A8V0YDU6_CHICK FAT atypical cadherin 1	4613	GlyAnas	A0A493T1A3	A0A493T1A3_ANAPP Cadherin domain-containing protein	513	371.0	28.4	5.52e-36	3062	3552	17	508
A0A8V0YDU6	A0A8V0YDU6_CHICK FAT atypical cadherin 1	4613	GlyAnas	A0A8B9TKI0	A0A8B9TKI0_ANAPL Slit homolog 2 protein	1508	353.0	27.5	6.75e-34	3804	4172	1099	1464
A0A8V0YEE2	A0A8V0YEE2_CHICK Germinal-center associated nuclear protein	1792	GlyAnas	A0A493U469	A0A493U469_ANAPP Glypican-1	946	127.0	28.2	4.21e-08	48	257	136	351
A0A8V0YEE2	A0A8V0YEE2_CHICK Germinal-center associated nuclear protein	1792	GlyAnas	A0A493SY54	A0A493SY54_ANAPP Palmitoyl-protein thioesterase 1	615	101.0	27.3	4.36e-05	32	234	60	247
A0A8V0YEE2	A0A8V0YEE2_CHICK Germinal-center associated nuclear protein	1792	GlyAnas	A0A8B9UC52	A0A8B9UC52_9AVES Collagen type V alpha 1 chain	1879	100.0	28.4	5.70e-05	2	235	975	1245
A0A8V0YEE2	A0A8V0YEE2_CHICK Germinal-center associated nuclear protein	1792	GlyAnas	A0A8B9QXI0	A0A8B9QXI0_ANAPL RRM domain-containing protein	651	97.0	23.1	1.27e-04	4	387	23	373
A0A8V0YEE2	A0A8V0YEE2_CHICK Germinal-center associated nuclear protein	1792	GlyAnas	A0A8B9SRQ8	A0A8B9SRQ8_ANAPL La ribonucleoprotein 1, translational regulator	1055	90.0	23.0	8.23e-04	111	354	10	257
A0A8V0YGM5	A0A8V0YGM5_CHICK hyaluronoglucosaminidase	1280	GlyAnas	A0A8B9V707	A0A8B9V707_9AVES hyaluronoglucosaminidase	1365	2812.0	43.6	0.00e+00	10	1245	37	1353
A0A8V0YMN1	A0A8V0YMN1_CHICK Lysosomal protective protein	1128	GlyAnas	A0A8B9STY5	A0A8B9STY5_ANAPL Carboxypeptidase	475	2385.0	92.6	3.92e-270	659	1128	5	475
A0A8V0YNW1	A0A8V0YNW1_CHICK Embigin	319	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	134.0	27.0	1.16e-09	97	269	6072	6244
A0A8V0YNW1	A0A8V0YNW1_CHICK Embigin	319	GlyAnas	A0A493T5A8	A0A493T5A8_ANAPP CXADR Ig-like cell adhesion molecule	366	96.0	27.1	2.95e-05	151	314	129	289
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyAnas	A0A493SY10	A0A493SY10_ANAPP Ovomucoid	240	836.0	74.9	3.47e-91	51	241	52	240
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyAnas	A0A8B9SYM3	A0A8B9SYM3_ANAPL Agrin	1983	225.0	29.8	2.45e-20	77	241	348	534
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyAnas	A0A8B9UTT5	A0A8B9UTT5_9AVES Follistatin-related protein 1	295	99.0	41.9	1.00e-05	77	119	38	80
A0A8V0YRN1	A0A8V0YRN1_CHICK ADAMTS like 3	1785	GlyAnas	A0A493TA20	A0A493TA20_ANAPP Thrombospondin type 1 domain containing 4	1028	701.0	27.7	1.16e-74	120	773	312	979
A0A8V0YRN1	A0A8V0YRN1_CHICK ADAMTS like 3	1785	GlyAnas	A0A8B9QYQ8	A0A8B9QYQ8_ANAPL ADAM metallopeptidase with thrombospondin type 1 motif 19	1184	701.0	29.9	1.16e-74	93	638	617	1121
A0A8V0YRN1	A0A8V0YRN1_CHICK ADAMTS like 3	1785	GlyAnas	A0A8B9TBP5	A0A8B9TBP5_ANAPL A disintegrin and metalloproteinase with thrombospondin motifs 1	934	521.0	30.4	8.63e-54	87	491	528	934
A0A8V0YRN1	A0A8V0YRN1_CHICK ADAMTS like 3	1785	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	204.0	20.7	4.95e-17	944	1493	6548	7072
A0A8V0YRN1	A0A8V0YRN1_CHICK ADAMTS like 3	1785	GlyAnas	A0A493T8L7	A0A493T8L7_ANAPP Thrombospondin-1	1178	183.0	29.6	1.35e-14	585	772	396	555
A0A8V0YU47	A0A8V0YU47_CHICK Carboxypeptidase X, M14 family member 1	768	GlyAnas	A0A8B9SRR4	A0A8B9SRR4_ANAPL AE binding protein 1	442	1067.0	58.2	1.81e-117	343	703	37	381
A0A8V0YU47	A0A8V0YU47_CHICK Carboxypeptidase X, M14 family member 1	768	GlyAnas	A0A8B9QRE5	A0A8B9QRE5_ANAPL Carboxypeptidase E	532	990.0	48.1	1.54e-108	331	725	105	495
A0A8V0YU47	A0A8V0YU47_CHICK Carboxypeptidase X, M14 family member 1	768	GlyAnas	U3IQ52	U3IQ52_ANAPP Carboxypeptidase D	1392	914.0	46.7	9.98e-100	313	723	472	870
A0A8V0YU47	A0A8V0YU47_CHICK Carboxypeptidase X, M14 family member 1	768	GlyAnas	A0A493TA36	A0A493TA36_ANAPP Carboxypeptidase M	443	663.0	35.7	1.27e-70	331	751	21	414
A0A8V0YU47	A0A8V0YU47_CHICK Carboxypeptidase X, M14 family member 1	768	GlyAnas	A0A8B9VJN1	A0A8B9VJN1_9AVES Discoidin, CUB and LCCL domain-containing protein 1	666	183.0	36.4	5.80e-15	201	329	293	415
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A493SY10	A0A493SY10_ANAPP Ovomucoid	240	518.0	49.2	4.86e-54	268	451	59	240
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A8B9SYM3	A0A8B9SYM3_ANAPL Agrin	1983	421.0	30.1	8.60e-43	23	451	199	649
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A8B9UTT5	A0A8B9UTT5_9AVES Follistatin-related protein 1	295	95.0	37.5	5.45e-05	24	67	38	81
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	86.0	23.6	6.02e-04	40	379	2233	2562
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A8B9TT34	A0A8B9TT34_ANAPL Laminin subunit gamma 1	1587	86.0	21.6	6.02e-04	24	206	823	1007
A0A8V0Z8K3	A0A8V0Z8K3_CHICK acid phosphatase	390	GlyAnas	A0A8B9TA64	A0A8B9TA64_ANAPL acid phosphatase	350	965.0	53.7	6.18e-106	39	375	15	348
A0A8V0Z8K3	A0A8V0Z8K3_CHICK acid phosphatase	390	GlyAnas	A0A8B9TH27	A0A8B9TH27_ANAPL Lysosomal acid phosphatase	434	939.0	46.7	6.39e-103	24	383	33	388
A0A8V0ZBQ2	A0A8V0ZBQ2_CHICK Attractin	1405	GlyAnas	A0A8B9T0N6	A0A8B9T0N6_ANAPL Attractin	1308	6421.0	84.4	0.00e+00	4	1405	19	1308
A0A8V0ZBQ2	A0A8V0ZBQ2_CHICK Attractin	1405	GlyAnas	A0A8B9TT34	A0A8B9TT34_ANAPL Laminin subunit gamma 1	1587	191.0	42.9	1.25e-15	1036	1127	714	809
A0A8V0ZBQ2	A0A8V0ZBQ2_CHICK Attractin	1405	GlyAnas	A0A8B9VAE3	A0A8B9VAE3_9AVES Laminin subunit beta 2	1749	182.0	27.9	1.39e-14	956	1131	770	960
A0A8V0ZBQ2	A0A8V0ZBQ2_CHICK Attractin	1405	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	179.0	23.2	3.09e-14	673	1119	422	926
A0A8V0ZBQ2	A0A8V0ZBQ2_CHICK Attractin	1405	GlyAnas	A0A493TYN5	A0A493TYN5_ANAPP Laminin subunit beta 3	1103	172.0	31.7	2.00e-13	1035	1117	244	346
A0A8V0ZD24	A0A8V0ZD24_CHICK Hyaluronan and proteoglycan link protein 3	427	GlyAnas	A0A493U0T9	A0A493U0T9_ANAPP Hyaluronan and proteoglycan link protein 3	360	1691.0	85.0	4.42e-190	69	427	1	360
A0A8V0ZD24	A0A8V0ZD24_CHICK Hyaluronan and proteoglycan link protein 3	427	GlyAnas	A0A8B9STR8	A0A8B9STR8_ANAPL Hyaluronan and proteoglycan link protein 4	373	773.0	46.6	1.24e-83	106	409	31	334
A0A8V0ZD24	A0A8V0ZD24_CHICK Hyaluronan and proteoglycan link protein 3	427	GlyAnas	A0A8B9TJ31	A0A8B9TJ31_ANAPL Contactin-2	987	100.0	28.7	1.36e-05	132	244	518	608
A0A8V0ZD24	A0A8V0ZD24_CHICK Hyaluronan and proteoglycan link protein 3	427	GlyAnas	R0KAK2	R0KAK2_ANAPL CD44 antigen (Fragment)	378	90.0	28.8	1.96e-04	228	331	6	102
A0A8V0ZDP6	A0A8V0ZDP6_CHICK Serine protease	376	GlyAnas	R0L5J9	R0L5J9_ANAPL Serine protease 23 (Fragment)	371	982.0	54.2	6.36e-108	49	374	33	369
A0A8V0ZKM2	A0A8V0ZKM2_CHICK Ovostatin	1473	GlyAnas	A0A8B9TA08	A0A8B9TA08_ANAPL Ovostatin	1445	6399.0	84.0	0.00e+00	8	1472	3	1443
A0A8V0ZKM2	A0A8V0ZKM2_CHICK Ovostatin	1473	GlyAnas	A0A8B9ZTS4	A0A8B9ZTS4_9AVES Ovostatin	1454	3835.0	51.8	0.00e+00	20	1465	1	1449
A0A8V0ZKM2	A0A8V0ZKM2_CHICK Ovostatin	1473	GlyAnas	A0A8B9U4F1	A0A8B9U4F1_9AVES Alpha-2-macroglobulin	1537	3276.0	45.8	0.00e+00	40	1453	32	1462
A0A8V0ZKM2	A0A8V0ZKM2_CHICK Ovostatin	1473	GlyAnas	A0A8B9U1L6	A0A8B9U1L6_9AVES Alpha-2-macroglobulin-like protein 1	765	1043.0	35.1	2.11e-114	291	1019	19	749
A0A8V0ZKW5	A0A8V0ZKW5_CHICK Toll like receptor 21	1083	GlyAnas	A0A8B9R3J9	A0A8B9R3J9_ANAPL TIR domain-containing protein	706	454.0	25.9	3.08e-46	480	1056	43	705
A0A8V0ZKW5	A0A8V0ZKW5_CHICK Toll like receptor 21	1083	GlyAnas	A0A8B9TKI0	A0A8B9TKI0_ANAPL Slit homolog 2 protein	1508	317.0	23.6	2.37e-30	184	831	126	875
A0A8V0ZKW5	A0A8V0ZKW5_CHICK Toll like receptor 21	1083	GlyAnas	A0A493SVA0	A0A493SVA0_ANAPP Leucine-rich repeat and fibronectin type-III domain-containing protein 5	734	189.0	30.8	1.65e-15	557	745	55	243
A0A8V0ZKW5	A0A8V0ZKW5_CHICK Toll like receptor 21	1083	GlyAnas	A0A493TUB1	A0A493TUB1_ANAPP Ig-like domain-containing protein	1406	181.0	35.1	1.39e-14	529	662	50	182
A0A8V0ZKW5	A0A8V0ZKW5_CHICK Toll like receptor 21	1083	GlyAnas	A0A493U1V1	A0A493U1V1_ANAPP LRRCT domain-containing protein	382	180.0	31.6	1.82e-14	115	297	2	172
A0A8V0ZNT7	A0A8V0ZNT7_CHICK Dickkopf-related protein 3	340	GlyAnas	A0A493T253	A0A493T253_ANAPP Dickkopf-related protein 3	358	1594.0	88.6	6.23e-179	3	337	5	344
A0A8V0ZPK2	A0A8V0ZPK2_CHICK Angiopoietin-related protein 3	489	GlyAnas	A0A8B9T9X1	A0A8B9T9X1_ANAPL Angiopoietin like 4	486	812.0	38.3	4.27e-88	54	486	45	483
A0A8V0ZPK2	A0A8V0ZPK2_CHICK Angiopoietin-related protein 3	489	GlyAnas	A0A8B9QS33	A0A8B9QS33_ANAPL Fibrinogen like 2	442	409.0	30.5	2.30e-41	109	482	58	437
A0A8V0ZPK2	A0A8V0ZPK2_CHICK Angiopoietin-related protein 3	489	GlyAnas	A0A493SYG4	A0A493SYG4_ANAPP Tenascin	2038	324.0	32.0	1.65e-31	273	486	1820	2029
A0A8V0ZPK2	A0A8V0ZPK2_CHICK Angiopoietin-related protein 3	489	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	90.0	26.3	2.24e-04	52	225	1921	2087
A0A8V0ZQ48	A0A8V0ZQ48_CHICK Alpha-2-macroglobulin like 1	1028	GlyAnas	A0A8B9U1L6	A0A8B9U1L6_9AVES Alpha-2-macroglobulin-like protein 1	765	2615.0	85.1	7.64e-297	1	584	168	749
A0A8V0ZQ48	A0A8V0ZQ48_CHICK Alpha-2-macroglobulin like 1	1028	GlyAnas	A0A8B9U4F1	A0A8B9U4F1_9AVES Alpha-2-macroglobulin	1537	1915.0	41.7	1.13e-215	11	1013	443	1460
A0A8V0ZQ48	A0A8V0ZQ48_CHICK Alpha-2-macroglobulin like 1	1028	GlyAnas	A0A8B9ZTS4	A0A8B9ZTS4_9AVES Ovostatin	1454	1857.0	39.3	6.00e-209	11	1027	432	1449
A0A8V0ZQ48	A0A8V0ZQ48_CHICK Alpha-2-macroglobulin like 1	1028	GlyAnas	A0A8B9TA08	A0A8B9TA08_ANAPL Ovostatin	1445	1843.0	39.9	2.52e-207	6	1027	424	1436
A0A8V0ZSG5	A0A8V0ZSG5_CHICK CD63 antigen	283	GlyAnas	U3IJ40	U3IJ40_ANAPP Tetraspanin-1	285	238.0	31.2	8.95e-22	69	263	22	221
A0A8V0ZSG5	A0A8V0ZSG5_CHICK CD63 antigen	283	GlyAnas	A0A8B9TUK3	A0A8B9TUK3_ANAPL Tetraspanin	229	232.0	32.9	4.44e-21	69	263	22	213
A0A8V0ZSG5	A0A8V0ZSG5_CHICK CD63 antigen	283	GlyAnas	A0A8B9UVH0	A0A8B9UVH0_9AVES Tetraspanin	193	212.0	32.5	9.27e-19	69	215	22	175
A0A8V0ZY87	A0A8V0ZY87_CHICK Prothrombin	644	GlyAnas	A0A493TBW1	A0A493TBW1_ANAPP Macrophage stimulating 1	903	396.0	27.8	9.73e-40	122	534	294	640
A0A8V0ZY87	A0A8V0ZY87_CHICK Prothrombin	644	GlyAnas	A0A8B9ZNM3	A0A8B9ZNM3_9AVES Transmembrane serine protease 13	522	335.0	32.7	1.15e-32	386	643	283	520
A0A8V0ZY87	A0A8V0ZY87_CHICK Prothrombin	644	GlyAnas	A0A8B9QNQ2	A0A8B9QNQ2_ANAPL Transmembrane protease serine 2	485	301.0	29.2	1.01e-28	387	641	245	479
A0A8V0ZY87	A0A8V0ZY87_CHICK Prothrombin	644	GlyAnas	A0A8B9T7P6	A0A8B9T7P6_ANAPL Acrosin	443	281.0	30.7	2.10e-26	387	636	141	377
A0A8V0ZY87	A0A8V0ZY87_CHICK Prothrombin	644	GlyAnas	A0A8B9TSC2	A0A8B9TSC2_ANAPL Complement factor I	590	242.0	31.0	7.00e-22	387	636	345	576
A0A8V1A134	A0A8V1A134_CHICK TNF receptor superfamily member 6b	342	GlyAnas	A0A8B9ZH76	A0A8B9ZH76_ANAPL TNFR-Cys domain-containing protein	303	1117.0	69.4	1.28e-123	46	341	1	296
A0A8V1A134	A0A8V1A134_CHICK TNF receptor superfamily member 6b	342	GlyAnas	A0A8B9U2R2	A0A8B9U2R2_9AVES TNF receptor superfamily member 19	408	94.0	25.8	5.40e-05	65	178	18	135
A0A8V1A134	A0A8V1A134_CHICK TNF receptor superfamily member 6b	342	GlyAnas	A0A493TYN8	A0A493TYN8_ANAPP Fibulin-1	664	88.0	27.5	2.68e-04	129	261	290	429
A0A8V1A134	A0A8V1A134_CHICK TNF receptor superfamily member 6b	342	GlyAnas	A0A8B9T2E3	A0A8B9T2E3_ANAPL Wnt inhibitory factor 1	374	88.0	23.9	2.68e-04	89	228	189	367
A0A8V1A134	A0A8V1A134_CHICK TNF receptor superfamily member 6b	342	GlyAnas	A0A493TBJ5	A0A493TBJ5_ANAPP Endosome-lysosome associated apoptosis and autophagy regulator 1	907	85.0	28.6	5.97e-04	93	212	190	295
A0A8V1A1T7	A0A8V1A1T7_CHICK Ovomucin, alpha subunit	2108	GlyAnas	A0A8B9UQR5	A0A8B9UQR5_9AVES Mucin-5AC	2637	3523.0	31.1	0.00e+00	38	1831	22	2511
A0A8V1A1T7	A0A8V1A1T7_CHICK Ovomucin, alpha subunit	2108	GlyAnas	A0A8B9UUB6	A0A8B9UUB6_9AVES VWFD domain-containing protein	3275	3400.0	46.5	0.00e+00	38	1276	80	1333
A0A8V1A1T7	A0A8V1A1T7_CHICK Ovomucin, alpha subunit	2108	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	2132.0	25.0	1.59e-240	36	2014	18	2532
A0A8V1A1T7	A0A8V1A1T7_CHICK Ovomucin, alpha subunit	2108	GlyAnas	A0A8B9QTY5	A0A8B9QTY5_ANAPL VWFD domain-containing protein	610	1649.0	46.4	1.62e-184	581	1203	2	605
A0A8V1A1T7	A0A8V1A1T7_CHICK Ovomucin, alpha subunit	2108	GlyAnas	A0A8B9QNN8	A0A8B9QNN8_ANAPL Mucin-5AC	3271	1642.0	36.7	1.05e-183	1236	2103	2412	3256
A0A8V1A4X1	A0A8V1A4X1_CHICK Olfactomedin like 3	381	GlyAnas	A0A8B9QZZ5	A0A8B9QZZ5_ANAPL Olfactomedin 1	485	357.0	27.0	1.92e-35	23	375	120	476
A0A8V1A4X1	A0A8V1A4X1_CHICK Olfactomedin like 3	381	GlyAnas	A0A8B9UBL3	A0A8B9UBL3_9AVES Olfactomedin like 2B	734	305.0	29.6	2.05e-29	106	373	460	730
A0A8V1A4X1	A0A8V1A4X1_CHICK Olfactomedin like 3	381	GlyAnas	A0A493SUZ5	A0A493SUZ5_ANAPP Adhesion G protein-coupled receptor L2	1416	286.0	27.9	3.28e-27	122	374	136	391
A0A8V1A529	A0A8V1A529_CHICK Nectin cell adhesion molecule 1	487	GlyAnas	A0A493T878	A0A493T878_ANAPP Nectin cell adhesion molecule 1	430	2253.0	98.4	3.43e-255	58	487	1	430
A0A8V1A529	A0A8V1A529_CHICK Nectin cell adhesion molecule 1	487	GlyAnas	A0A8B9R685	A0A8B9R685_ANAPL Ig-like domain-containing protein	616	161.0	24.5	1.31e-12	22	290	49	328
A0A8V1A529	A0A8V1A529_CHICK Nectin cell adhesion molecule 1	487	GlyAnas	A0A8B9THT8	A0A8B9THT8_ANAPL Immunoglobulin superfamily member 10	2596	149.0	24.9	3.22e-11	64	310	2257	2500
A0A8V1A529	A0A8V1A529_CHICK Nectin cell adhesion molecule 1	487	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	128.0	27.6	8.77e-09	76	320	6108	6355
A0A8V1A529	A0A8V1A529_CHICK Nectin cell adhesion molecule 1	487	GlyAnas	A0A493T5A8	A0A493T5A8_ANAPP CXADR Ig-like cell adhesion molecule	366	125.0	28.8	1.95e-08	209	357	143	278
A0A8V1A5Q4	A0A8V1A5Q4_CHICK Serpin family G member 1	519	GlyAnas	A0A493TL04	A0A493TL04_ANAPP Serpin family F member 1	520	356.0	28.3	3.41e-35	115	518	117	518
A0A8V1A5Q4	A0A8V1A5Q4_CHICK Serpin family G member 1	519	GlyAnas	A0A8B9UUI8	A0A8B9UUI8_9AVES Serpin domain-containing protein	419	307.0	26.1	1.64e-29	167	517	56	416
A0A8V1A5Q4	A0A8V1A5Q4_CHICK Serpin family G member 1	519	GlyAnas	U3IKY8	U3IKY8_ANAPP Serpin domain-containing protein	388	260.0	26.7	4.62e-24	184	517	27	388
A0A8V1A5Q4	A0A8V1A5Q4_CHICK Serpin family G member 1	519	GlyAnas	A0A493T078	A0A493T078_ANAPP Serpin family I member 1	425	235.0	23.8	3.66e-21	178	519	54	414
A0A8V1A5Q4	A0A8V1A5Q4_CHICK Serpin family G member 1	519	GlyAnas	A0A8B9QNT8	A0A8B9QNT8_ANAPL Ovalbumin	386	233.0	23.9	6.24e-21	173	517	22	386
A0A8V1A645	A0A8V1A645_CHICK Beta-galactoside alpha-2,6-sialyltransferase 1	409	GlyAnas	A0A493TEG3	A0A493TEG3_ANAPP CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	342	161.0	29.6	1.10e-12	189	346	143	291
A0A8V1A645	A0A8V1A645_CHICK Beta-galactoside alpha-2,6-sialyltransferase 1	409	GlyAnas	A0A8B9TMJ3	A0A8B9TMJ3_ANAPL ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	365	94.0	22.5	6.45e-05	190	354	186	351
A0A8V1A6Y9	A0A8V1A6Y9_CHICK Ovotransferrin	697	GlyAnas	A0A493TBB4	A0A493TBB4_ANAPP Ovotransferrin	736	3100.0	81.8	0.00e+00	15	697	45	736
A0A8V1A8E4	A0A8V1A8E4_CHICK Transmembrane serine protease 9	1127	GlyAnas	A0A493TJE2	A0A493TJE2_ANAPP Suppressor of tumorigenicity 14 protein homolog	847	610.0	47.3	2.61e-64	831	1064	552	788
A0A8V1A8E4	A0A8V1A8E4_CHICK Transmembrane serine protease 9	1127	GlyAnas	A0A8B9QNQ2	A0A8B9QNQ2_ANAPL Transmembrane protease serine 2	485	561.0	46.5	1.25e-58	217	457	233	474
A0A8V1A8E4	A0A8V1A8E4_CHICK Transmembrane serine protease 9	1127	GlyAnas	A0A8B9ZNM3	A0A8B9ZNM3_9AVES Transmembrane serine protease 13	522	540.0	42.0	3.41e-56	217	457	277	513
A0A8V1A8E4	A0A8V1A8E4_CHICK Transmembrane serine protease 9	1127	GlyAnas	A0A8B9T7P6	A0A8B9T7P6_ANAPL Acrosin	443	501.0	35.8	1.14e-51	217	509	128	418
A0A8V1A8E4	A0A8V1A8E4_CHICK Transmembrane serine protease 9	1127	GlyAnas	A0A8B9TSC2	A0A8B9TSC2_ANAPL Complement factor I	590	441.0	33.4	1.03e-44	180	457	269	576
A0A8V1A9Y1	A0A8V1A9Y1_CHICK C-reactive protein	297	GlyAnas	A0A493SYE0	A0A493SYE0_ANAPP Neuronal pentraxin 1	416	102.0	26.2	5.53e-06	108	234	234	361
A0A8V1A9Y1	A0A8V1A9Y1_CHICK C-reactive protein	297	GlyAnas	A0A493T3L8	A0A493T3L8_ANAPP Cartilage intermediate layer protein	1087	86.0	31.7	3.97e-04	30	90	234	295
A0A8V1AAN6	A0A8V1AAN6_CHICK Tenascin	1990	GlyAnas	A0A493SYG4	A0A493SYG4_ANAPP Tenascin	2038	9623.0	84.2	0.00e+00	1	1990	1	2038
A0A8V1AAN6	A0A8V1AAN6_CHICK Tenascin	1990	GlyAnas	A0A8B9TVE4	A0A8B9TVE4_ANAPL Fibronectin	2448	901.0	23.2	8.31e-98	596	1754	820	2044
A0A8V1AAN6	A0A8V1AAN6_CHICK Tenascin	1990	GlyAnas	A0A493SWE9	A0A493SWE9_ANAPP Teneurin-4	2626	598.0	41.8	1.13e-62	347	597	439	700
A0A8V1AAN6	A0A8V1AAN6_CHICK Tenascin	1990	GlyAnas	A0A8B9QS33	A0A8B9QS33_ANAPL Fibrinogen like 2	442	393.0	36.2	6.70e-39	1771	1980	214	440
A0A8V1AAN6	A0A8V1AAN6_CHICK Tenascin	1990	GlyAnas	A0A8B9T9X1	A0A8B9T9X1_ANAPL Angiopoietin like 4	486	389.0	34.8	1.95e-38	1735	1979	236	481
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyAnas	A0A8B9SX03	A0A8B9SX03_ANAPL Extracellular matrix protein 1	382	1206.0	70.5	8.28e-134	77	380	11	326
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyAnas	A0A493T5Q5	A0A493T5Q5_ANAPP Dystroglycan 1	896	99.0	28.3	1.91e-05	3	155	319	463
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyAnas	A0A493T607	A0A493T607_ANAPP Torsin family 1 member B	531	87.0	33.8	4.71e-04	3	81	117	188
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyAnas	A0A8B9U9X9	A0A8B9U9X9_9AVES Uncharacterized protein	1028	86.0	30.1	6.16e-04	14	158	396	536
A0A8V1AGU0	A0A8V1AGU0_CHICK Semaphorin 3G	740	GlyAnas	A0A493STK1	A0A493STK1_ANAPP ubiquitinyl hydrolase 1	1367	3034.0	86.2	0.00e+00	3	642	4	662
A0A8V1AGU0	A0A8V1AGU0_CHICK Semaphorin 3G	740	GlyAnas	A0A8B9U577	A0A8B9U577_9AVES Semaphorin-3C	782	1513.0	45.0	3.35e-169	18	693	52	740
A0A8V1AGU0	A0A8V1AGU0_CHICK Semaphorin 3G	740	GlyAnas	A0A8B9TMM6	A0A8B9TMM6_ANAPL Semaphorin 3B	668	1495.0	50.8	4.09e-167	16	593	57	650
A0A8V1AGU0	A0A8V1AGU0_CHICK Semaphorin 3G	740	GlyAnas	A0A8B9SJW6	A0A8B9SJW6_ANAPL Semaphorin-3D	747	1452.0	42.5	3.96e-162	22	739	37	746
A0A8V1AGU0	A0A8V1AGU0_CHICK Semaphorin 3G	740	GlyAnas	A0A8B9V535	A0A8B9V535_9AVES Semaphorin 4G	850	820.0	33.7	7.63e-89	22	654	33	659
A0A8V1AH71	A0A8V1AH71_CHICK Orosomucoid 1 (ovoglycoprotein)	265	GlyAnas	A0A493TZ56	A0A493TZ56_ANAPP Uncharacterized protein	335	738.0	61.4	8.81e-80	5	243	6	244
A0A8V1AK00	A0A8V1AK00_CHICK Serpin family F member 1	448	GlyAnas	A0A493TL04	A0A493TL04_ANAPP Serpin family F member 1	520	1988.0	90.2	1.69e-224	11	448	80	520
A0A8V1AK00	A0A8V1AK00_CHICK Serpin family F member 1	448	GlyAnas	A0A8B9UUI8	A0A8B9UUI8_9AVES Serpin domain-containing protein	419	368.0	26.0	1.19e-36	86	445	51	416
A0A8V1AK00	A0A8V1AK00_CHICK Serpin family F member 1	448	GlyAnas	U3IKY8	U3IKY8_ANAPP Serpin domain-containing protein	388	347.0	26.9	3.25e-34	81	445	1	388
A0A8V1AK00	A0A8V1AK00_CHICK Serpin family F member 1	448	GlyAnas	A0A8B9QNT8	A0A8B9QNT8_ANAPL Ovalbumin	386	333.0	25.3	1.37e-32	81	445	1	386
A0A8V1AK00	A0A8V1AK00_CHICK Serpin family F member 1	448	GlyAnas	A0A8B9UXD7	A0A8B9UXD7_9AVES Serpin domain-containing protein	393	333.0	26.1	1.37e-32	81	445	1	393
E1C0K5	E1C0K5_CHICK Milk fat globule EGF and factor V/VIII domain containing	474	GlyAnas	A0A8B9R6K5	A0A8B9R6K5_ANAPL Milk fat globule EGF and factor V/VIII domain containing	468	2386.0	89.2	1.26e-270	1	474	1	468
E1C0K5	E1C0K5_CHICK Milk fat globule EGF and factor V/VIII domain containing	474	GlyAnas	A0A8B9VG14	A0A8B9VG14_9AVES Crumbs cell polarity complex component 1	1399	258.0	36.8	7.19e-24	28	175	107	249
