index,status,year,matched_title,doi,crossref_url,pdf_url,filename,note,reference
047,matched-no-open-pdf,2024,Integrated landscape of chicken egg chalaza proteomics,10.1016/j.psj.2024.103629,https://doi.org/10.1016/j.psj.2024.103629,https://pmc.ncbi.nlm.nih.gov/articles/PMC10978523/pdf/main.pdf,,HTTP Error 403: Forbidden,"47. J. Pu, J. Hu, J. Xiao, S. Li, B. Wang, J. Wang, F. Geng, Integrated landscape of chicken egg chalaza proteomics. Poultry Science 103, 103629 (2024)."
048,matched-no-open-pdf,2020,A puzzle piece of protein N-glycosylation in chicken egg: N-glycoproteome of chicken egg vitelline membrane,10.1016/j.ijbiomac.2020.08.193,https://doi.org/10.1016/j.ijbiomac.2020.08.193,,,Matched DOI but no direct open PDF URL found,"48. J. Xiao, J. Wang, L. Cheng, S. Gao, S. Li, N. Qiu, H. Li, L. Peng, F. Geng, A puzzle piece of protein N-glycosylation in chicken egg: N-glycoproteome of chicken egg vitelline membrane. International Journal of Biological Macromolecules 164, 3125-3132 (2020)."
049,matched-no-open-pdf,2018,Advances in mass spectrometry‐based glycoproteomics,10.1002/elps.201800272,https://doi.org/10.1002/elps.201800272,https://onlinelibrary.wiley.com/doi/pdf/10.1002/elps.201800272,,HTTP Error 403: Forbidden,"49. A. Yu, J. Zhao, W. Peng, A. Banazadeh, S. D. Williamson, M. Goli, Y. Huang, Y. Mechref, Advances in mass spectrometry‐based glycoproteomics. ELECTROPHORESIS 39, 3104-3122 (2018)."
050,matched-no-open-pdf,2017,Recent advances in mass spectrometric analysis of glycoproteins,10.1002/elps.201600357,https://doi.org/10.1002/elps.201600357,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Felps.201600357,,HTTP Error 400: No TDM Client Token was found in the request,"50. A. Banazadeh, L. Veillon, K. M. Wooding, M. Zabet-moghaddam, Y. Mechref, Recent advances in mass spectrometric analysis of glycoproteins. ELECTROPHORESIS 38, 162-189 (2017)."
051,downloaded,2016,Highly Selective Enrichment of Glycopeptides Based on Zwitterionically Functionalized Soluble Nanopolymers,10.1038/srep29776,https://doi.org/10.1038/srep29776,https://www.nature.com/articles/srep29776.pdf,051_2016_Highly_Selective_Enrichment_of_Glycopeptides_Based_on_Zwitterionically_Functionalized_Soluble_Nanopo.pdf,downloaded,"51. W. Cao, J. Huang, B. Jiang, X. Gao, P. Yang, Highly Selective Enrichment of Glycopeptides Based on Zwitterionically Functionalized Soluble Nanopolymers. Scientific Reports 6, 29776 (2016)."
052,matched-no-open-pdf,2025,Research Progress on Genetic Factors of Poultry Egg Quality: A Review,10.3390/ani15243652,https://doi.org/10.3390/ani15243652,,,Matched DOI but no direct open PDF URL found,"52. L. Yang, Y. Yang, Y. Jing, M. Zhang, M. Zhang, S. Zhang, C. Qi, W. Ma, M. Z. Khan, M. Zhu, Research Progress on Genetic Factors of Poultry Egg Quality: A Review. Animals 15, 3652 (2025)."
053,matched-no-open-pdf,2023,"A Comparative Study on the Microstructures, Mineral Content, and Mechanical Properties of Non-Avian Reptilian Eggshells",10.3390/biology12050688,https://doi.org/10.3390/biology12050688,https://pmc.ncbi.nlm.nih.gov/articles/PMC10215611/pdf/biology-12-00688.pdf,,HTTP Error 403: Forbidden,"53. H. J. Wu, Y. C. Tseng, S. H. Tsao, P. L. Chiang, W. Y. Tai, H. I. Hsieh, H. T. Yu, J. Y. Juang, A Comparative Study on the Microstructures, Mineral Content, and Mechanical Properties of Non-Avian Reptilian Eggshells. Biology 12, 688 (2023)."
054,matched-no-open-pdf,2021,Egg Incubation Mechanics of Giant Birds,10.3390/biology10080738,https://doi.org/10.3390/biology10080738,,,Matched DOI but no direct open PDF URL found,"54. A. Yen, H. J. Wu, P. Y. Chen, H. T. Yu, J. Y. Juang, Egg Incubation Mechanics of Giant Birds. Biology 10, 738 (2021)."
055,matched-no-open-pdf,2024,N-glycoproteomic profiling reveals structural and functional alterations in yellow primary preserved egg white under saline-alkali treatment,10.1016/j.fochx.2024.101244,https://doi.org/10.1016/j.fochx.2024.101244,https://pmc.ncbi.nlm.nih.gov/articles/PMC10900575/pdf/main.pdf,,HTTP Error 403: Forbidden,"55. Q. Qi, D. Shi, W. Su, Y. Mu, N-glycoproteomic profiling reveals structural and functional alterations in yellow primary preserved egg white under saline-alkali treatment. Food Chemistry: X 21, 101244 (2024)."
056,matched-no-open-pdf,2025,Analysis of carbohydrates and glycoconjugates by matrix‐assisted laser desorption/ionization mass spectrometry: An update for 2021–2022,10.1002/mas.21873,https://doi.org/10.1002/mas.21873,,,Matched DOI but no direct open PDF URL found,"56. D. J. Harvey, Analysis of carbohydrates and glycoconjugates by matrix‐assisted laser desorption/ionization mass spectrometry: An update for 2021–2022. Mass Spectrometry Reviews 44, 213-453 (2025)."
057,matched-no-open-pdf,2026,Shell gland RNA-seq reveals key genes regulating eggshell quality and potential links between eggshell quality and hatchability across different laying stages,10.1016/j.psj.2026.106483,https://doi.org/10.1016/j.psj.2026.106483,,,Matched DOI but no direct open PDF URL found,"57. C. Zhang, R. Cao, S. Wei, S. Wang, Z. Cai, J. Shi, Y. Lei, K. Wang, Y. Tian, G. Sun, X. Kang, W. Li, Shell gland RNA-seq reveals key genes regulating eggshell quality and potential links between eggshell quality and hatchability across different laying stages. Poultry Science 105, 106483 (2026)."
058,matched-no-open-pdf,2013,High-sensitivity Analytical Approaches for the Structural Characterization of Glycoproteins,10.1021/cr3003714,https://doi.org/10.1021/cr3003714,,,Matched DOI but no direct open PDF URL found,"58. W. R. Alley, B. F. Mann, M. V. Novotny, High-sensitivity Analytical Approaches for the Structural Characterization of Glycoproteins. Chemical Reviews 113, 2668-2732 (2013)."
059,matched-no-open-pdf,2017,"Nanotechnology in Glycomics: Applications in Diagnostics, Therapy, Imaging, and Separation Processes",10.1002/med.21420,https://doi.org/10.1002/med.21420,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fmed.21420,,HTTP Error 400: No TDM Client Token was found in the request,"59. E. Dosekova, J. Filip, T. Bertok, P. Both, P. Kasak, J. Tkac, Nanotechnology in Glycomics: Applications in Diagnostics, Therapy, Imaging, and Separation Processes. Medicinal Research Reviews 37, 514-626 (2017)."
060,matched-no-open-pdf,2022,Synthesis of glycopeptides and glycopeptide conjugates,10.1039/d2ob00829g,https://doi.org/10.1039/d2ob00829g,,,Matched DOI but no direct open PDF URL found,"60. W. Doelman, S. I. van Kasteren, Synthesis of glycopeptides and glycopeptide conjugates. Organic & Biomolecular Chemistry 20, 6487-6507 (2022)."
061,downloaded,2023,Structural insights into the modulation of coronavirus spike tilting and infectivity by hinge glycans,10.1038/s41467-023-42836-9,https://doi.org/10.1038/s41467-023-42836-9,https://www.nature.com/articles/s41467-023-42836-9.pdf,061_2023_Structural_insights_into_the_modulation_of_coronavirus_spike_tilting_and_infectivity_by_hinge_glycan.pdf,downloaded,"61. D. Chmielewski, E. A. Wilson, G. Pintilie, P. Zhao, M. Chen, M. F. Schmid, G. Simmons, L. Wells, J. Jin, A. Singharoy, W. Chiu, Structural insights into the modulation of coronavirus spike tilting and infectivity by hinge glycans. Nature Communications 14, 7175 (2023)."
062,downloaded,2023,"Use of lactulose as a prebiotic in laying hens: its effect on growth, egg production, egg quality, blood biochemistry, digestive enzymes, gene expression and intestinal morphology",10.1186/s12917-023-03741-x,https://doi.org/10.1186/s12917-023-03741-x,https://link.springer.com/content/pdf/10.1186/s12917-023-03741-x.pdf,"062_2023_Use_of_lactulose_as_a_prebiotic_in_laying_hens__its_effect_on_growth,_egg_production,_egg_quality,_b.pdf",downloaded,"62. H. S. Elkomy, I. I. Koshich, S. F. Mahmoud, M. I. Abo-Samaha, Use of lactulose as a prebiotic in laying hens: its effect on growth, egg production, egg quality, blood biochemistry, digestive enzymes, gene expression and intestinal morphology. BMC Veterinary Research 19, 207 (2023)."
063,downloaded,2023,Variations within the Glycan Shield of SARS-CoV-2 Impact Viral Spike Dynamics,10.1016/j.jmb.2022.167928,https://doi.org/10.1016/j.jmb.2022.167928,https://eprints.soton.ac.uk/474406/1/1_s2.0_S0022283622005551_main.pdf,063_2023_Variations_within_the_Glycan_Shield_of_SARS-CoV-2_Impact_Viral_Spike_Dynamics.pdf,downloaded,"63. M. L. Newby, C. A. Fogarty, J. D. Allen, J. Butler, E. Fadda, M. Crispin, Variations within the Glycan Shield of SARS-CoV-2 Impact Viral Spike Dynamics. Journal of Molecular Biology 435, 167928 (2023)."
064,matched-no-open-pdf,2024,Osteoproductivity of Injectable Bone Grafts with and without Ostrich Eggshell Membrane Protein in Rabbit Femur,10.3390/jfb15070201,https://doi.org/10.3390/jfb15070201,https://pmc.ncbi.nlm.nih.gov/articles/PMC11277672/pdf/jfb-15-00201.pdf,,non-pdf response (text/html; charset=utf-8),"64. Z. O. Cengiz, E. Durmus, I. Celik, A. Aktı, Osteoproductivity of Injectable Bone Grafts with and without Ostrich Eggshell Membrane Protein in Rabbit Femur. Journal of Functional Biomaterials 15, 201 (2024)."
065,downloaded,2024,Restoring protein glycosylation with GlycoShape,10.1038/s41592-024-02464-7,https://doi.org/10.1038/s41592-024-02464-7,https://eprints.soton.ac.uk/500247/1/s41592-024-02464-7.pdf,065_2024_Restoring_protein_glycosylation_with_GlycoShape.pdf,downloaded,"65. C. M. Ives, O. Singh, S. D’Andrea, C. A. Fogarty, A. M. Harbison, A. Satheesan, B. Tropea, E. Fadda, Restoring protein glycosylation with GlycoShape. Nature Methods 21, 2117-2127 (2024)."
066,downloaded,2025,A library of avian proteins improves palaeoproteomic taxonomic identification and reveals widespread intraspecies variability,10.1038/s41467-025-63886-1,https://doi.org/10.1038/s41467-025-63886-1,https://www.nature.com/articles/s41467-025-63886-1.pdf,066_2025_A_library_of_avian_proteins_improves_palaeoproteomic_taxonomic_identification_and_reveals_widespread.pdf,downloaded,"66. M. C. Codlin, L. Yeomans, J. Stiller, B. Demarchi, A library of avian proteins improves palaeoproteomic taxonomic identification and reveals widespread intraspecies variability. Nature Communications 16, 8820 (2025)."
067,matched-no-open-pdf,2025,Amyloid-induced mineralization: From biological systems to biomimetic materials,10.1016/j.bioactmat.2025.04.036,https://doi.org/10.1016/j.bioactmat.2025.04.036,,,Matched DOI but no direct open PDF URL found,"67. C. Zhang, Y. Zhang, M. Zhu, C. Zhang, D. Lu, J. Jiang, Z. Wang, P. Deng, Y. Qian, M. Shen, Q. Chen, Amyloid-induced mineralization: From biological systems to biomimetic materials. Bioactive Materials 51, 469-493 (2025)."
068,downloaded,2025,Modular design of biomimetic electrospun keratin composites for tunable gaseous sorption inspired by reptile eggshells,10.1016/j.mtbio.2025.102032,https://doi.org/10.1016/j.mtbio.2025.102032,https://biblio.ugent.be/publication/01JZHTVH49RDCBMYYFDVQK615P/file/01JZQ516RSFPM4E5GAASQRRBZ3.pdf,068_2025_Modular_design_of_biomimetic_electrospun_keratin_composites_for_tunable_gaseous_sorption_inspired_by.pdf,downloaded,"68. Y. Maudens, G. Debruyn, E. Loccufier, L. Daelemans, E. Savino, C. Tonetti, C. Vineis, A. Varesano, M. D. Shawkey, L. D'Alba, K. De Clerck, Modular design of biomimetic electrospun keratin composites for tunable gaseous sorption inspired by reptile eggshells. Materials Today Bio 33, 102032 (2025)."
069,matched-no-open-pdf,2025,Research Progress on Non-Destructive Testing Technology and Equipment for Poultry Eggshell Quality,10.3390/foods14132223,https://doi.org/10.3390/foods14132223,,,Matched DOI but no direct open PDF URL found,"69. Q. Wang, Z. Yang, C. Liu, R. Sun, S. Yue, Research Progress on Non-Destructive Testing Technology and Equipment for Poultry Eggshell Quality. Foods 14, 2223 (2025)."
070,matched-no-open-pdf,2025,Screening of functional genes affecting the quality of translucent eggshell membranes based on RNA-seq analysis and DIA proteomics,10.3389/fvets.2025.1583291,https://doi.org/10.3389/fvets.2025.1583291,,,Matched DOI but no direct open PDF URL found,"70. C. H. Han, X. Y. Zhao, C. W. Wang, L. J. Xu, H. G. Liu, H. Chen, R. Y. Zhou, D. H. Wang, Screening of functional genes affecting the quality of translucent eggshell membranes based on RNA-seq analysis and DIA proteomics. Frontiers in Veterinary Science 12, 1583291 (2025)."
071,matched-no-open-pdf,2026,Computational Design and Glycoengineering of Interferon‐Lambda for Nasal Prophylaxis Against Respiratory Viruses,10.1002/advs.202506764,https://doi.org/10.1002/advs.202506764,https://advanced.onlinelibrary.wiley.com/doi/pdf/10.1002/advs.202506764,,HTTP Error 403: Forbidden,"71. J. Yun, S. Yang, J. H. Kwon, L. F. Vecchietti, J. H. Choi, M. R. Choi, K. B. Ku, H. J. Ro, K. D. Kim, M. Cha, H. J. Chung, J. E. Oh, H. M. Kim, Computational Design and Glycoengineering of Interferon‐Lambda for Nasal Prophylaxis Against Respiratory Viruses. Advanced Science 13, e06764 (2026)."
072,matched-no-open-pdf,2026,Host Glycan–Lectin Interplay in SARS-CoV-2 Infection,10.3390/ijms27031608,https://doi.org/10.3390/ijms27031608,,,Matched DOI but no direct open PDF URL found,"72. H. Oh, V. Thi Thuy Tien, S. Ahmed, J. Choi, K. J. Ryu, J. Yang, Host Glycan–Lectin Interplay in SARS-CoV-2 Infection. International Journal of Molecular Sciences 27, 1608 (2026)."
073,matched-no-open-pdf,2024,The Chicken Egg: An Advanced Material for Tissue Engineering,10.3390/biom14040439,https://doi.org/10.3390/biom14040439,https://pmc.ncbi.nlm.nih.gov/articles/PMC11048217/pdf/biomolecules-14-00439.pdf,,non-pdf response (text/html; charset=utf-8),"73. Y. Zhang, H. M. Pham, S. D. Tran, The Chicken Egg: An Advanced Material for Tissue Engineering. Biomolecules 14, 439 (2024)."
074,matched-no-open-pdf,2025,Advances in Genomics and Postgenomics in Poultry Science: Current Achievements and Future Directions,10.3390/ijms26178285,https://doi.org/10.3390/ijms26178285,,,Matched DOI but no direct open PDF URL found,"74. I. Gilyazova, G. Korytina, O. Kochetova, O. Savelieva, E. Mikhaylova, Z. Vershinina, A. Chumakova, V. Markelov, G. Abdeeva, A. Karunas, E. Khusnutdinova, O. Gusev, Advances in Genomics and Postgenomics in Poultry Science: Current Achievements and Future Directions. International Journal of Molecular Sciences 26, 8285 (2025)."
075,matched-no-open-pdf,2024,Archaeological and molecular evidence for ancient chickens in Central Asia,10.1038/s41467-024-46093-2,https://doi.org/10.1038/s41467-024-46093-2,https://pmc.ncbi.nlm.nih.gov/articles/PMC10987595/pdf/41467_2024_Article_46093.pdf,,non-pdf response (text/html; charset=utf-8),"75. C. Peters, K. K. Richter, S. Wilkin, S. Stark, B. Mir-Makhamad, R. Fernandes, F. Maksudov, S. Mirzaakhmedov, H. Rahmonov, S. Schirmer, K. Ashastina, A. Begmatov, M. Frachetti, S. Kurbanov, M. Shenkar, T. Hermes, F. Kidd, A. Omelchenko, B. Huber, N. Boivin, S. Wang, P. Lurje, M. von Baeyer, R. Dal Martello, R. N. Spengler, Archaeological and molecular evidence for ancient chickens in Central Asia. Nature Communications 15, 2697 (2024)."
076,matched-no-open-pdf,2026,Evolution of the Chick Embryo Chorioallantoic Membrane Proteome during Early Development,10.1021/acsomega.5c10968,https://doi.org/10.1021/acsomega.5c10968,https://pubs.acs.org/doi/pdf/10.1021/acsomega.5c10968,,HTTP Error 403: Forbidden,"76. S. Ali, T. A. E. Ahmed, A. Shrestha, M. T. Hincke, Evolution of the Chick Embryo Chorioallantoic Membrane Proteome during Early Development. ACS Omega 11, 2128-2141 (2026)."
077,matched-no-open-pdf,2025,Interaction Between Heparan Sulfate Oligosaccharide and the Receptor-Binding Domain of the Wild-Type and Omicron Variant of the SARS-CoV-2 Spike Protein,10.3390/biom15091343,https://doi.org/10.3390/biom15091343,,,Matched DOI but no direct open PDF URL found,"77. M. Mandalari, M. Parafioriti, M. Ni, F. Benevelli, M. Civera, S. Elli, M. Guerrini, Interaction Between Heparan Sulfate Oligosaccharide and the Receptor-Binding Domain of the Wild-Type and Omicron Variant of the SARS-CoV-2 Spike Protein. Biomolecules 15, 1343 (2025)."
078,downloaded,2025,"Structure, function, and implications of fucosyltransferases in health and disease",10.1038/s41467-025-66871-w,https://doi.org/10.1038/s41467-025-66871-w,https://curis.ku.dk/ws/files/529512521/s41467-025-66871-w.pdf,"078_2025_Structure,_function,_and_implications_of_fucosyltransferases_in_health_and_disease.pdf",downloaded,"78. M. Ghirardello, I. Yruela, P. Merino, R. Sackstein, I. Sanz-Martínez, R. Hurtado-Guerrero, Structure, function, and implications of fucosyltransferases in health and disease. Nature Communications 16, 11279 (2025)."
079,matched-no-open-pdf,2025,Mitigating Mucoadhesion of β–Cyclodextrins via PEGylation: Insights from 19F Diffusion NMR Analysis,10.3390/ijms262311690,https://doi.org/10.3390/ijms262311690,,,Matched DOI but no direct open PDF URL found,"79. K. T. H. Nguyen, Y. Ba, Mitigating Mucoadhesion of β–Cyclodextrins via PEGylation: Insights from 19F Diffusion NMR Analysis. International Journal of Molecular Sciences 26, 11690 (2025)."
080,matched-no-open-pdf,2021,Cognizance of posttranslational modifications in vaccines: A way to enhanced immunogenicity,10.1002/jcp.30483,https://doi.org/10.1002/jcp.30483,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jcp.30483,,HTTP Error 403: Forbidden,"80. R. Ojha, V. K. Prajapati, Cognizance of posttranslational modifications in vaccines: A way to enhanced immunogenicity. Journal of Cellular Physiology 236, 8020-8034 (2021)."
081,not-found,2020,,,,,,No confident Crossref match,"81. Y. Xia, Z. Ma, M. Qiu, B. Guo, Q. Zhang, H. Jiang, B. Zhang, Y. Lin, M. Xuan, L. Sun, H. Shu, J. Xiao, W. Ye, Y. Wang, Y. Wang, S. Dong, B. M. Tyler, Y. Wang, N-glycosylation shields Phytophthora sojae apoplastic effector PsXEG1 from a specific host aspartic protease. Proceedings of the National Academy of Sciences 117, 27685-27693 (2020)."
082,matched-no-open-pdf,2009,"Loss of teeth and enamel in tetrapods: fossil record, genetic data and morphological adaptations",10.1111/j.1469-7580.2009.01060.x,https://doi.org/10.1111/j.1469-7580.2009.01060.x,,,Matched DOI but no direct open PDF URL found,"82. T. Davit-Béal, A. S. Tucker, J.-Y. Sire, Loss of teeth and enamel in tetrapods: fossil record, genetic data and morphological adaptations. Journal of Anatomy 214, 477-501 (2009)."
083,matched-no-open-pdf,2023,Getting out of a mammalian egg: the egg tooth and caruncle of the echidna,10.1016/j.ydbio.2022.12.005,https://doi.org/10.1016/j.ydbio.2022.12.005,,,Matched DOI but no direct open PDF URL found,"83. J. C. Fenelon, A. Bennetts, N. Anthwal, et al., Getting out of a mammalian egg: the egg tooth and caruncle of the echidna. Developmental Biology 493 (2023)."
084,matched-no-open-pdf,2007,An “egg-tooth”–like structure in titanosaurian sauropod embryos,10.1671/0272-4634(2007)27[247:aesits]2.0.co;2,https://doi.org/10.1671/0272-4634(2007)27[247:aesits]2.0.co;2,,,Matched DOI but no direct open PDF URL found,"84. R. A. García, An 'egg-tooth'-like structure in titanosaurian sauropod embryos. Journal of Vertebrate Paleontology 27, 247-252 (2007)."
085,matched-no-open-pdf,2020,"Do all geckos hatch in the same way? Histological and
                    <scp>3D</scp>
                    studies of egg tooth morphogenesis in the geckos
                    <scp>
                      <i>Eublepharis macularius</i>
                    </scp>
                    Blyth 1854 and
                    <scp>
                      <i>Lepidodactylus lugubris</i>
                    </scp>
                    Duméril &amp; Bibron 1836",10.1002/jmor.21249,https://doi.org/10.1002/jmor.21249,https://onlinelibrary.wiley.com/doi/pdf/10.1002/jmor.21249,,HTTP Error 403: Forbidden,"85. M. Hermyt, B. Metscher, W. Rupik, Do all geckos hatch in the same way? Histological and 3D studies of egg tooth morphogenesis in the geckos Eublepharis macularius and Lepidodactylus lugubris. Journal of Morphology 281 (2020)."
