query_acc	query_name	query_len	subject_db	subject_acc	subject_name	subject_len	score	pct_identity	evalue	q_start	q_end	s_start	s_end
A0A8V0YYS9	A0A8V0YYS9_CHICK procollagen-lysine 5-dioxygenase	756	GlyGallus	A0A8V0Z1W6	A0A8V0Z1W6_CHICK Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	728	2428.0	58.3	4.53e-276	8	756	3	728
A0A8V0ZCK4	A0A8V0ZCK4_CHICK TOPBP1 interacting checkpoint and replication regulator	1863	GlyGallus	A0A8V0ZCK4	A0A8V0ZCK4_CHICK TOPBP1 interacting checkpoint and replication regulator	1863	9638.0	100.0	0.00e+00	1	1863	1	1863
A0A8V0ZCK4	A0A8V0ZCK4_CHICK TOPBP1 interacting checkpoint and replication regulator	1863	GlyGallus	A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	102.0	19.0	5.79e-06	1084	1521	919	1377
A0A8V1A360	A0A8V1A360_CHICK Rho/Rac guanine nucleotide exchange factor 18	1549	GlyGallus	A0A8V1A360	A0A8V1A360_CHICK Rho/Rac guanine nucleotide exchange factor 18	1549	7870.0	100.0	0.00e+00	1	1549	1	1549
A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	GlyGallus	A0A8V1ADW6	A0A8V1ADW6_CHICK Extracellular matrix protein 1	461	2558.0	100.0	2.33e-291	1	461	1	461
E6N1V2	E6N1V2_CHICK HEP21 secreted LY6/PLAUR domain containing, MHCB region	107	GlyGallus	E6N1V2	E6N1V2_CHICK HEP21 secreted LY6/PLAUR domain containing, MHCB region	107	585.0	100.0	3.27e-63	1	107	1	107
Q90WR6	Q90WR6_CHICK Sulfotransferase	307	GlyGallus	Q90WR6	Q90WR6_CHICK Sulfotransferase	307	1668.0	100.0	2.46e-188	1	307	1	307
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyGallus	A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	4468.0	100.0	0.00e+00	1	828	1	828
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyGallus	A0A8V0YV77	A0A8V0YV77_CHICK HGF activator	583	362.0	36.2	1.83e-36	580	825	333	576
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyGallus	A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	290.0	33.8	4.08e-28	424	575	199	391
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyGallus	A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	127.0	27.1	3.25e-09	308	420	794	911
A0A8V0ZUZ0	A0A8V0ZUZ0_CHICK Suppressor of tumorigenicity 14 protein homolog	828	GlyGallus	A0A8V0ZNE4	A0A8V0ZNE4_CHICK VWFD domain-containing protein	2139	87.0	25.0	1.41e-04	360	604	652	898
A0A1D5PMF7	A0A1D5PMF7_CHICK Spondin-1	732	GlyAnas	A0A8B9QS28	A0A8B9QS28_ANAPL Thrombospondin-2	1182	270.0	29.7	4.51e-25	369	610	336	585
A0A1D5PMF7	A0A1D5PMF7_CHICK Spondin-1	732	GlyAnas	A0A493T8L7	A0A493T8L7_ANAPP Thrombospondin-1	1178	259.0	32.8	8.50e-24	489	649	393	563
A0A1D5PMF7	A0A1D5PMF7_CHICK Spondin-1	732	GlyAnas	A0A493TA20	A0A493TA20_ANAPP Thrombospondin type 1 domain containing 4	1028	230.0	27.4	1.96e-20	438	711	639	894
A0A1D5PMF7	A0A1D5PMF7_CHICK Spondin-1	732	GlyAnas	A0A8B9QYQ8	A0A8B9QYQ8_ANAPL ADAM metallopeptidase with thrombospondin type 1 motif 19	1184	224.0	28.8	9.73e-20	356	590	881	1120
A0A1D5PMF7	A0A1D5PMF7_CHICK Spondin-1	732	GlyAnas	A0A8B9TBP5	A0A8B9TBP5_ANAPL A disintegrin and metalloproteinase with thrombospondin motifs 1	934	138.0	36.4	9.13e-10	490	562	830	900
A0A1D5PZ68	A0A1D5PZ68_CHICK Semaphorin-3C	751	GlyAnas	A0A8B9U577	A0A8B9U577_9AVES Semaphorin-3C	782	3933.0	98.0	0.00e+00	1	751	32	782
A0A1D5PZ68	A0A1D5PZ68_CHICK Semaphorin-3C	751	GlyAnas	A0A8B9TMM6	A0A8B9TMM6_ANAPL Semaphorin 3B	668	1647.0	54.1	9.84e-185	54	610	90	644
A0A1D5PZ68	A0A1D5PZ68_CHICK Semaphorin-3C	751	GlyAnas	A0A493STK1	A0A493STK1_ANAPP ubiquitinyl hydrolase 1	1367	1617.0	48.1	2.96e-181	21	662	19	660
A0A1D5PZ68	A0A1D5PZ68_CHICK Semaphorin-3C	751	GlyAnas	A0A8B9SJW6	A0A8B9SJW6_ANAPL Semaphorin-3D	747	1515.0	40.7	1.99e-169	24	721	34	722
A0A1D5PZ68	A0A1D5PZ68_CHICK Semaphorin-3C	751	GlyAnas	A0A8B9V535	A0A8B9V535_9AVES Semaphorin 4G	850	884.0	33.2	2.94e-96	1	662	9	645
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A493T750	A0A493T750_ANAPP Receptor-type tyrosine-protein phosphatase F	1929	9790.0	97.5	0.00e+00	1	1904	1	1929
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A493T341	A0A493T341_ANAPP protein-tyrosine-phosphatase	1488	1428.0	32.2	6.19e-159	580	1898	256	1487
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A8B9TDC9	A0A8B9TDC9_ANAPL protein-tyrosine-phosphatase	1365	1418.0	32.4	8.93e-158	580	1898	136	1364
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A8B9VYF6	A0A8B9VYF6_9AVES protein-tyrosine-phosphatase	1409	1140.0	28.5	1.54e-125	749	1897	249	1376
A0A3Q2TZZ7	A0A3Q2TZZ7_CHICK Receptor-type tyrosine-protein phosphatase F	1904	GlyAnas	A0A493T1Z9	A0A493T1Z9_ANAPP Neogenin	1396	792.0	28.5	3.47e-85	13	1011	21	1046
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyAnas	A0A8B9R6K5	A0A8B9R6K5_ANAPL Milk fat globule EGF and factor V/VIII domain containing	468	1473.0	54.2	9.44e-165	7	478	9	468
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyAnas	A0A8B9TKI0	A0A8B9TKI0_ANAPL Slit homolog 2 protein	1508	284.0	37.9	7.04e-27	20	157	915	1035
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyAnas	A0A8B9VG14	A0A8B9VG14_9AVES Crumbs cell polarity complex component 1	1399	254.0	32.3	2.12e-23	24	155	65	215
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyAnas	A0A8B9VJN1	A0A8B9VJN1_9AVES Discoidin, CUB and LCCL domain-containing protein 1	666	223.0	35.7	8.33e-20	351	476	279	400
A0A3Q3ADW5	A0A3Q3ADW5_CHICK EGF like repeats and discoidin domains 3	480	GlyAnas	A0A8B9VTH6	A0A8B9VTH6_9AVES Cadherin EGF LAG seven-pass G-type receptor 1	2863	187.0	30.1	1.25e-15	24	155	1156	1292
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	193.0	26.1	5.13e-16	11	215	30967	31169
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyAnas	A0A8B9TB75	A0A8B9TB75_ANAPL Tyrosine-protein kinase receptor	2270	140.0	25.5	7.18e-10	11	224	1933	2152
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyAnas	A0A493U044	A0A493U044_ANAPP Death associated protein kinase 1	1284	123.0	23.2	6.72e-08	149	429	12	237
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyAnas	A0A493SUM6	A0A493SUM6_ANAPP G-patch domain containing 8	1473	118.0	22.9	2.55e-07	309	683	576	972
A0A8V0X4N4	A0A8V0X4N4_CHICK Cyclin-dependent kinase-like 5	982	GlyAnas	A0A8B9UUX4	A0A8B9UUX4_9AVES Atrial natriuretic peptide receptor 1	925	117.0	24.9	3.34e-07	18	214	435	642
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyAnas	A0A8B9ZY54	A0A8B9ZY54_9AVES Ovocleidin-116	636	1385.0	45.9	2.37e-154	10	740	1	618
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyAnas	R0LL03	R0LL03_ANAPL Uncharacterized protein (Fragment)	433	1026.0	52.0	1.01e-112	45	473	1	433
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyAnas	A0A8B9U9X9	A0A8B9U9X9_9AVES Uncharacterized protein	1028	140.0	25.3	5.50e-10	99	649	60	505
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyAnas	A0A8B9THT8	A0A8B9THT8_ANAPL Immunoglobulin superfamily member 10	2596	95.0	23.2	9.08e-05	373	650	1266	1546
A0A8V0XA58	A0A8V0XA58_CHICK Matrix extracellular phosphoglycoprotein	752	GlyAnas	A0A8B9QUR7	A0A8B9QUR7_ANAPL Catenin delta 2	1225	90.0	22.9	3.45e-04	387	727	166	497
A0A8V0XEK3	A0A8V0XEK3_CHICK Tsukushi	429	GlyAnas	A0A8B9QR69	A0A8B9QR69_ANAPL Tsukushi	364	1597.0	91.7	3.53e-179	78	413	1	336
A0A8V0XEK3	A0A8V0XEK3_CHICK Tsukushi	429	GlyAnas	A0A8B9TKI0	A0A8B9TKI0_ANAPL Slit homolog 2 protein	1508	191.0	25.2	3.83e-16	115	394	32	387
A0A8V0XEK3	A0A8V0XEK3_CHICK Tsukushi	429	GlyAnas	A0A8B9T2B9	A0A8B9T2B9_ANAPL Leucine rich repeat neuronal 4	654	145.0	27.3	8.25e-11	48	341	31	322
A0A8V0XEK3	A0A8V0XEK3_CHICK Tsukushi	429	GlyAnas	A0A493SVA0	A0A493SVA0_ANAPP Leucine-rich repeat and fibronectin type-III domain-containing protein 5	734	136.0	27.4	9.13e-10	238	389	46	205
A0A8V0XEK3	A0A8V0XEK3_CHICK Tsukushi	429	GlyAnas	A0A8B9R3J9	A0A8B9R3J9_ANAPL TIR domain-containing protein	706	133.0	24.0	2.03e-09	122	399	28	281
A0A8V0Y248	A0A8V0Y248_CHICK Sulfhydryl oxidase	741	GlyAnas	A0A8B9TSG9	A0A8B9TSG9_ANAPL Sulfhydryl oxidase	739	3334.0	84.7	0.00e+00	1	741	1	739
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyAnas	A0A8B9UXD7	A0A8B9UXD7_9AVES Serpin domain-containing protein	393	1634.0	80.7	1.64e-183	1	388	1	393
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyAnas	U3IKY8	U3IKY8_ANAPP Serpin domain-containing protein	388	1470.0	72.7	1.70e-164	1	388	1	388
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyAnas	A0A8B9QNT8	A0A8B9QNT8_ANAPL Ovalbumin	386	1272.0	63.4	1.55e-141	1	388	1	386
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyAnas	A0A493T078	A0A493T078_ANAPP Serpin family I member 1	425	587.0	34.3	4.17e-62	9	388	42	412
A0A8V0Y614	A0A8V0Y614_CHICK Ovalbumin-related protein X (SERPINB14C)	388	GlyAnas	A0A8B9UUI8	A0A8B9UUI8_9AVES Serpin domain-containing protein	419	487.0	31.3	1.64e-50	9	388	54	416
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyAnas	A0A8B9SN47	A0A8B9SN47_ANAPL Signal peptide, CUB and EGF-like domain-containing protein 2	981	5435.0	97.4	0.00e+00	1	988	1	981
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyAnas	A0A8B9TXF5	A0A8B9TXF5_9AVES Signal peptide, CUB and EGF-like domain-containing protein 3	978	4063.0	71.6	0.00e+00	11	988	10	978
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyAnas	A0A493TQM9	A0A493TQM9_ANAPP Signal peptide, CUB and EGF-like domain-containing protein 2	963	3688.0	67.6	0.00e+00	31	988	63	963
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyAnas	A0A8B9TUB9	A0A8B9TUB9_ANAPL Fibulin-2	1111	558.0	32.1	2.45e-58	30	440	580	1003
A0A8V0YDB7	A0A8V0YDB7_CHICK Signal peptide, CUB domain and EGF like domain containing 1	988	GlyAnas	A0A493TYN8	A0A493TYN8_ANAPP Fibulin-1	664	550.0	35.1	2.07e-57	25	357	192	549
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	A0A8B9TVE4	A0A8B9TVE4_ANAPL Fibronectin	2448	12129.0	91.6	0.00e+00	4	2392	6	2448
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	A0A493SYG4	A0A493SYG4_ANAPP Tenascin	2038	963.0	24.8	6.46e-105	163	1814	167	1810
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	A0A8B9V4D6	A0A8B9V4D6_9AVES Collagen alpha-1(VII) chain	836	419.0	27.0	7.78e-42	1455	2035	234	826
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	418.0	21.7	1.02e-41	614	2027	22751	24230
A0A8V0YDD6	A0A8V0YDD6_CHICK Fibronectin	2392	GlyAnas	A0A493T750	A0A493T750_ANAPP Receptor-type tyrosine-protein phosphatase F	1929	398.0	23.1	2.12e-39	724	1676	330	1239
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	U3IKY8	U3IKY8_ANAPP Serpin domain-containing protein	388	1475.0	71.4	4.87e-165	35	422	1	388
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	A0A8B9UXD7	A0A8B9UXD7_9AVES Serpin domain-containing protein	393	1388.0	67.2	5.96e-155	35	422	1	393
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	A0A8B9QNT8	A0A8B9QNT8_ANAPL Ovalbumin	386	1226.0	58.8	3.63e-136	35	422	1	386
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	A0A493T078	A0A493T078_ANAPP Serpin family I member 1	425	601.0	35.5	1.08e-63	33	422	32	412
A0A8V0YJ25	A0A8V0YJ25_CHICK Ovalbumin-related protein Y (SERPINB14B)	422	GlyAnas	A0A8B9UUI8	A0A8B9UUI8_9AVES Serpin domain-containing protein	419	429.0	29.2	9.50e-44	43	422	54	416
A0A8V0YMM6	A0A8V0YMM6_CHICK Chordin	1188	GlyAnas	A0A493TSH0	A0A493TSH0_ANAPP Chordin	878	4465.0	92.4	0.00e+00	311	1188	1	878
A0A8V0YMM6	A0A8V0YMM6_CHICK Chordin	1188	GlyAnas	A0A493T8L7	A0A493T8L7_ANAPP Thrombospondin-1	1178	128.0	23.3	2.14e-08	937	1174	323	574
A0A8V0YMM6	A0A8V0YMM6_CHICK Chordin	1188	GlyAnas	A0A8B9QS28	A0A8B9QS28_ANAPL Thrombospondin-2	1182	111.0	28.2	2.00e-06	935	1005	325	392
A0A8V0YMM6	A0A8V0YMM6_CHICK Chordin	1188	GlyAnas	A0A493U469	A0A493U469_ANAPP Glypican-1	946	108.0	26.4	4.46e-06	5	293	88	390
A0A8V0YMM6	A0A8V0YMM6_CHICK Chordin	1188	GlyAnas	A0A493SSP6	A0A493SSP6_ANAPP LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	500	89.0	24.3	7.12e-04	985	1175	258	440
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyAnas	A0A8B9UC52	A0A8B9UC52_9AVES Collagen type V alpha 1 chain	1879	615.0	45.8	5.93e-65	254	536	1182	1441
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	198.0	22.9	1.34e-16	565	971	1462	1809
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyAnas	A0A493SY54	A0A493SY54_ANAPP Palmitoyl-protein thioesterase 1	615	150.0	27.6	4.93e-11	252	535	61	318
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyAnas	A0A8B9U9X9	A0A8B9U9X9_9AVES Uncharacterized protein	1028	111.0	27.8	1.64e-06	325	535	91	336
A0A8V0YNU8	A0A8V0YNU8_CHICK Collagen alpha-2(VI) chain	974	GlyAnas	A0A493U469	A0A493U469_ANAPP Glypican-1	946	98.0	29.3	5.28e-05	361	541	191	385
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyAnas	A0A493SY10	A0A493SY10_ANAPP Ovomucoid	240	836.0	74.9	3.47e-91	51	241	52	240
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyAnas	A0A8B9SYM3	A0A8B9SYM3_ANAPL Agrin	1983	225.0	29.8	2.45e-20	77	241	348	534
A0A8V0YPM0	A0A8V0YPM0_CHICK Serine peptidase inhibitor, Kazal type 7 (putative)	241	GlyAnas	A0A8B9UTT5	A0A8B9UTT5_9AVES Follistatin-related protein 1	295	99.0	41.9	1.00e-05	77	119	38	80
A0A8V0YUU0	A0A8V0YUU0_CHICK Acid ceramidase	376	GlyAnas	A0A493TG58	A0A493TG58_ANAPP Acid ceramidase	415	1878.0	88.6	8.06e-212	2	376	22	415
A0A8V0YV77	A0A8V0YV77_CHICK HGF activator	583	GlyAnas	A0A8B9T7P6	A0A8B9T7P6_ANAPL Acrosin	443	460.0	37.6	3.34e-47	326	573	128	377
A0A8V0YV77	A0A8V0YV77_CHICK HGF activator	583	GlyAnas	A0A8B9ZNM3	A0A8B9ZNM3_9AVES Transmembrane serine protease 13	522	419.0	37.9	1.90e-42	326	577	277	517
A0A8V0YV77	A0A8V0YV77_CHICK HGF activator	583	GlyAnas	A0A8B9QNQ2	A0A8B9QNQ2_ANAPL Transmembrane protease serine 2	485	395.0	33.6	1.15e-39	326	580	233	481
A0A8V0YV77	A0A8V0YV77_CHICK HGF activator	583	GlyAnas	A0A8B9TSC2	A0A8B9TSC2_ANAPL Complement factor I	590	380.0	34.7	6.31e-38	337	577	343	580
A0A8V0YV77	A0A8V0YV77_CHICK HGF activator	583	GlyAnas	A0A493TBW1	A0A493TBW1_ANAPP Macrophage stimulating 1	903	300.0	34.7	1.19e-28	222	473	400	635
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A493SY10	A0A493SY10_ANAPP Ovomucoid	240	518.0	49.2	4.86e-54	268	451	59	240
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A8B9SYM3	A0A8B9SYM3_ANAPL Agrin	1983	421.0	30.1	8.60e-43	23	451	199	649
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A8B9UTT5	A0A8B9UTT5_9AVES Follistatin-related protein 1	295	95.0	37.5	5.45e-05	24	67	38	81
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	86.0	23.6	6.02e-04	40	379	2233	2562
A0A8V0YW85	A0A8V0YW85_CHICK Serine peptidase inhibitor, Kazal type 5	451	GlyAnas	A0A8B9TT34	A0A8B9TT34_ANAPL Laminin subunit gamma 1	1587	86.0	21.6	6.02e-04	24	206	823	1007
A0A8V0Z1W6	A0A8V0Z1W6_CHICK Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	728	GlyAnas	A0A8B9T868	A0A8B9T868_ANAPL Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	730	3757.0	95.3	0.00e+00	1	728	1	730
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	1251.0	29.6	4.53e-138	709	1650	278	1482
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	R0K6C9	R0K6C9_ANAPL Titin (Fragment)	32970	1126.0	23.7	1.41e-123	1656	3454	5962	7750
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	850.0	29.0	1.43e-91	710	1600	933	1650
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	A0A8B9SV12	A0A8B9SV12_ANAPL Laminin subunit alpha 5	3507	783.0	37.7	8.39e-84	1146	1652	1418	1900
A0A8V0Z3S9	A0A8V0Z3S9_CHICK Basement membrane-specific heparan sulfate proteoglycan core protein	4167	GlyAnas	A0A8B9SYM3	A0A8B9SYM3_ANAPL Agrin	1983	778.0	31.1	3.19e-83	3465	4165	1328	1980
A0A8V0Z5X2	A0A8V0Z5X2_CHICK Prosaposin	541	GlyAnas	A0A8B9R8Y2	A0A8B9R8Y2_ANAPL Prosaposin	515	2549.0	88.9	1.81e-289	1	541	1	515
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A493TF01	A0A493TF01_ANAPP Uncharacterized protein	1803	7870.0	81.9	0.00e+00	11	1864	1	1803
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A8B9VNY9	A0A8B9VNY9_9AVES Phosvitin	1824	3105.0	36.1	0.00e+00	11	1863	1	1824
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A493SUM6	A0A493SUM6_ANAPP G-patch domain containing 8	1473	191.0	27.5	1.66e-15	1088	1381	618	942
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	147.0	26.8	2.10e-10	1588	1764	13	178
A0A8V0Z932	A0A8V0Z932_CHICK Vitellogenin 2	1864	GlyAnas	A0A8B9UL04	A0A8B9UL04_9AVES Uncharacterized protein	1538	141.0	27.9	1.04e-09	1119	1306	747	947
A0A8V0ZA93	A0A8V0ZA93_CHICK hyaluronoglucosaminidase	1359	GlyAnas	A0A8B9V707	A0A8B9V707_9AVES hyaluronoglucosaminidase	1365	6948.0	95.3	0.00e+00	17	1359	23	1365
A0A8V0ZA93	A0A8V0ZA93_CHICK hyaluronoglucosaminidase	1359	GlyAnas	A0A8B9UUB6	A0A8B9UUB6_9AVES VWFD domain-containing protein	3275	109.0	26.1	3.91e-06	311	415	1335	1448
A0A8V0ZA93	A0A8V0ZA93_CHICK hyaluronoglucosaminidase	1359	GlyAnas	A0A8B9UQR5	A0A8B9UQR5_9AVES Mucin-5AC	2637	100.0	22.9	4.32e-05	310	519	1276	1548
A0A8V0ZA93	A0A8V0ZA93_CHICK hyaluronoglucosaminidase	1359	GlyAnas	A0A8B9QNN8	A0A8B9QNN8_ANAPL Mucin-5AC	3271	98.0	29.3	7.37e-05	309	422	1596	1717
A0A8V0ZKI3	A0A8V0ZKI3_CHICK Laminin subunit alpha-5	3686	GlyAnas	A0A493T9C8	A0A493T9C8_ANAPP Laminin subunit alpha 5	3191	15517.0	91.0	0.00e+00	512	3633	1	3124
A0A8V0ZKI3	A0A8V0ZKI3_CHICK Laminin subunit alpha-5	3686	GlyAnas	A0A8B9SV12	A0A8B9SV12_ANAPL Laminin subunit alpha 5	3507	15166.0	78.2	0.00e+00	1	3686	1	3507
A0A8V0ZKI3	A0A8V0ZKI3_CHICK Laminin subunit alpha-5	3686	GlyAnas	A0A8B9U8F8	A0A8B9U8F8_9AVES Laminin subunit alpha-2	3075	2376.0	24.7	1.42e-268	37	3608	15	2995
A0A8V0ZKI3	A0A8V0ZKI3_CHICK Laminin subunit alpha-5	3686	GlyAnas	A0A8B9U691	A0A8B9U691_9AVES Laminin subunit alpha 3	1465	2068.0	30.6	7.35e-233	1843	3684	10	1463
A0A8V0ZKI3	A0A8V0ZKI3_CHICK Laminin subunit alpha-5	3686	GlyAnas	A0A8B9TT34	A0A8B9TT34_ANAPL Laminin subunit gamma 1	1587	1369.0	29.0	8.31e-152	1431	2663	279	1512
A0A8V0ZNE4	A0A8V0ZNE4_CHICK VWFD domain-containing protein	2139	GlyAnas	A0A8B9UQR5	A0A8B9UQR5_9AVES Mucin-5AC	2637	9269.0	83.8	0.00e+00	73	2039	12	1980
A0A8V0ZNE4	A0A8V0ZNE4_CHICK VWFD domain-containing protein	2139	GlyAnas	A0A8B9UUB6	A0A8B9UUB6_9AVES VWFD domain-containing protein	3275	6220.0	43.1	0.00e+00	1	2133	1	2923
A0A8V0ZNE4	A0A8V0ZNE4_CHICK VWFD domain-containing protein	2139	GlyAnas	A0A8B9QTY5	A0A8B9QTY5_ANAPL VWFD domain-containing protein	610	2365.0	66.6	1.55e-267	637	1241	17	603
A0A8V0ZNE4	A0A8V0ZNE4_CHICK VWFD domain-containing protein	2139	GlyAnas	A0A8B9QNN8	A0A8B9QNN8_ANAPL Mucin-5AC	3271	2099.0	42.4	1.08e-236	1195	2139	512	1523
A0A8V0ZNE4	A0A8V0ZNE4_CHICK VWFD domain-containing protein	2139	GlyAnas	A0A8B9SR16	A0A8B9SR16_ANAPL von Willebrand factor	2764	2027.0	33.9	2.42e-228	83	1264	20	1208
A0A8V0ZTX8	A0A8V0ZTX8_CHICK Ovostatin	1492	GlyAnas	A0A8B9ZTS4	A0A8B9ZTS4_9AVES Ovostatin	1454	6483.0	83.8	0.00e+00	35	1492	1	1454
A0A8V0ZTX8	A0A8V0ZTX8_CHICK Ovostatin	1492	GlyAnas	A0A8B9TA08	A0A8B9TA08_ANAPL Ovostatin	1445	3712.0	50.9	0.00e+00	34	1487	14	1436
