Protein accession	Degree	Protein description	Gene name	Regulated Type	Ratio
A0A8V0X637	1	Sphingomyelin phosphodiesterase 1 OS=Gallus gallus OX=9031 GN=SMPD1 PE=1 SV=1	SMPD1	Up	2.0010524246244232
A0A1D5PDV9	1	Adhesion G protein-coupled receptor L2 OS=Gallus gallus OX=9031 GN=ADGRL2 PE=4 SV=1	ADGRL2	Up	1.9764076901579872
A0A8V1A1Z6	1	Sodium channel protein OS=Gallus gallus OX=9031 GN=LOC395944 PE=3 SV=1	LOC395944	Down	0.025561785679398263
A0A8V0Z0B9	1	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B OS=Gallus gallus OX=9031 GN=MGAT4B PE=4 SV=1	MGAT4B	Up	1.8858414051999812
A0A8V0ZTR7	1	Rho GTPase activating protein 1 OS=Gallus gallus OX=9031 GN=ARHGAP1 PE=4 SV=1	ARHGAP1	Up	1.5891285434640758
A0A8V0Y9J8	1	MGAT4 family member D OS=Gallus gallus OX=9031 GN=MGAT4D PE=1 SV=1	MGAT4D	Down	0.5116116217217116
A0A8V0XEJ2	1	Calaxin OS=Gallus gallus OX=9031 GN=EFCAB1 PE=4 SV=1	EFCAB1	Down	0.35370608073093146
A0A8V0YZM0	1	Lysophosphatidylserine lipase ABHD12 OS=Gallus gallus OX=9031 GN=ABHD12 PE=3 SV=1	ABHD12	Down	0.5070006404722788
A0A8V0ZMG3	1	Catechol-O-methyltransferase domain containing 1 OS=Gallus gallus OX=9031 GN=COMTD1 PE=3 SV=1	COMTD1	Up	1.930462374876729
A0A1D5PEW1	1	Ras suppressor protein 1 OS=Gallus gallus OX=9031 GN=RSU1 PE=1 SV=1	RSU1	Up	1.5398413147623695
F1NIK3	1	Developmentally regulated GTP binding protein 2 OS=Gallus gallus OX=9031 GN=DRG2 PE=1 SV=1	DRG2	Down	0.4458648665646422
A0A1D5PXC2	1	Dynein regulatory complex subunit 3 OS=Gallus gallus OX=9031 GN=DRC3 PE=3 SV=3	DRC3	Down	0.6142014365408951
A0A1L1RWS8	1	Coronin OS=Gallus gallus OX=9031 GN=CORO1C PE=1 SV=1	CORO1C	Down	0.6147781630874855
A0A8V0X6J8	1	IQ motif and ubiquitin domain containing OS=Gallus gallus OX=9031 GN=IQUB PE=4 SV=1	IQUB	Down	0.5992801041453185
A0A8V0YP15	1	Dynein axonemal assembly factor 6 OS=Gallus gallus OX=9031 GN=PIH1D3 PE=3 SV=1	PIH1D3	Down	0.2501534976602784
P24479	1	Protein S100-A11 OS=Gallus gallus OX=9031 GN=S100A11 PE=1 SV=2	S100A11	Down	0.12523689032055027
A0A8V0YUW8	1	Toll-like receptor 1 family member B OS=Gallus gallus OX=9031 GN=TLR1B PE=3 SV=1	TLR1B	Down	0.4986666820385411
